campaign_id,campaign_name,date,target_audience,channel,revenue_generated,impressions,clicks,conversions,spend
675313,Referral Program,2024-11-03,New Users,Email,2528.08,2465,560,60,4857.36
588949,New User Discount,2024-11-02,Premium,App,8989.36,7171,211,22,3120.88
137874,Weekend Special,2024-11-02,All,App,3654.1,6082,497,59,1897.04
674904,Festival Offer,2024-11-02,New Users,Social Media,2007.51,3297,613,19,3819.45
783220,Flash Sale,2024-11-02,Inactive,App,3460.9,5550,633,12,1947.14
877083,Membership Drive,2024-11-02,Premium,SMS,8018.45,3446,155,51,3415.84
228966,Category Promotion,2024-11-02,Premium,SMS,8801.61,8998,632,55,4905.7
531307,App Push Notification,2024-11-02,All,App,7097.94,7562,975,73,2298.76
51098,Email Campaign,2024-11-02,New Users,SMS,4672.26,1423,802,40,1818.73
501568,Referral Program,2024-11-02,Premium,Email,3845.1,7215,508,25,2202.62
703072,New User Discount,2024-11-01,All,App,4231.84,4360,724,38,1905.02
978279,Weekend Special,2024-11-01,All,Email,9160.3,9713,686,94,2062.29
350042,Festival Offer,2024-11-01,All,Email,9687.96,5538,362,51,2486.88
675128,Flash Sale,2024-11-01,New Users,App,3539.73,8141,828,37,4123.86
439725,Membership Drive,2024-11-01,Inactive,SMS,3115.55,4249,945,87,1330.62
39545,Category Promotion,2024-11-01,All,SMS,9966.89,1489,317,95,2527.82
473315,App Push Notification,2024-11-01,New Users,Email,5119.87,5817,987,53,4371.4
789925,Email Campaign,2024-11-01,Inactive,Email,6649.77,9893,751,88,3569
249657,Referral Program,2024-11-01,All,Email,3343.94,6898,977,15,4874.26
795261,New User Discount,2024-10-31,New Users,Email,6438.12,7876,977,73,1813.53
601445,Weekend Special,2024-10-31,Inactive,SMS,5202.67,5624,386,70,3572.92
830587,Festival Offer,2024-10-31,Inactive,App,3301.92,1081,662,47,2001.9
706750,Flash Sale,2024-10-31,Premium,App,2073.23,4511,338,27,1645.66
584256,Membership Drive,2024-10-31,Inactive,SMS,5722.42,1810,750,44,1279.23
886076,Category Promotion,2024-10-31,Premium,SMS,5102.75,3930,591,25,4678.74
855895,App Push Notification,2024-10-31,Premium,Email,3999.7,8796,873,86,2339.85
514715,Email Campaign,2024-10-31,New Users,App,2480.73,2341,369,38,2721.86
741376,Referral Program,2024-10-31,Premium,Email,8424.83,9694,799,32,3162.72
347837,New User Discount,2024-10-30,All,Email,7701.36,8433,551,97,2510.51
358482,Weekend Special,2024-10-30,New Users,App,2979.58,4788,628,76,2603.2
510301,Festival Offer,2024-10-30,All,App,3566.39,5744,207,47,1966.98
258760,Flash Sale,2024-10-30,New Users,App,5487.39,4130,779,89,1741.85
678723,Membership Drive,2024-10-30,Inactive,SMS,5407.95,7316,950,54,1650.8
490727,Category Promotion,2024-10-30,Premium,SMS,8031.55,7583,501,30,4937.7
378426,App Push Notification,2024-10-30,Premium,App,6322.5,2155,719,70,2233.21
158279,Email Campaign,2024-10-30,New Users,Email,8773.38,3245,443,30,1970.09
57394,Referral Program,2024-10-30,All,App,3778.57,3328,377,75,3212.25
633088,New User Discount,2024-10-29,Premium,Email,3655.75,3832,930,26,2133.42
827451,Weekend Special,2024-10-29,All,SMS,4665.13,6494,422,30,2744.72
221166,Festival Offer,2024-10-29,New Users,Email,7808.19,2851,712,99,1415.72
581436,Flash Sale,2024-10-29,Premium,App,8701.2,2489,543,54,1101.24
399972,Membership Drive,2024-10-29,All,Email,2169.17,5187,741,58,1185.35
467912,Category Promotion,2024-10-29,All,SMS,9613.16,3949,486,87,4568.63
928724,App Push Notification,2024-10-29,New Users,Email,2757.27,8668,660,36,3904.68
639165,Email Campaign,2024-10-29,Inactive,SMS,8055.52,1771,226,98,2154.4
270413,Referral Program,2024-10-29,All,Email,4371.9,1377,278,43,2165.16
652845,New User Discount,2024-10-28,All,SMS,8237.05,4258,162,45,2098.74
159675,Weekend Special,2024-10-28,Inactive,Email,9661.81,2239,183,85,1183.89
89176,Festival Offer,2024-10-28,All,SMS,3395.18,1666,508,20,3586.46
294030,Flash Sale,2024-10-28,Inactive,App,6109.1,1679,965,57,1452.05
448860,Membership Drive,2024-10-28,New Users,Email,8723.84,2775,396,33,4290.98
618403,Category Promotion,2024-10-28,Inactive,App,4935.65,1153,198,99,3455.94
795975,App Push Notification,2024-10-28,Inactive,SMS,9276.19,6100,642,66,3409.53
453312,Email Campaign,2024-10-28,New Users,App,7731.79,1618,301,32,3165.37
468423,Referral Program,2024-10-28,New Users,Email,9553.44,1927,298,96,2617.58
359366,New User Discount,2024-10-27,All,Email,4223.44,1685,999,46,1055.61
69903,Weekend Special,2024-10-27,Inactive,App,3837.05,1085,706,41,4118.41
613932,Festival Offer,2024-10-27,Premium,App,3104.01,4726,709,59,3577.71
992886,Flash Sale,2024-10-27,Premium,Email,3760.51,9194,537,42,2925.63
380809,Membership Drive,2024-10-27,Inactive,Email,2572.69,3122,496,84,2365.57
509178,Category Promotion,2024-10-27,Premium,Social Media,2472.34,6487,644,48,3457.17
794495,App Push Notification,2024-10-27,New Users,App,7406.66,3049,634,58,2093.96
880379,Email Campaign,2024-10-27,All,App,9369.74,2399,335,41,4785.81
561555,Referral Program,2024-10-27,All,Social Media,8205.53,4881,102,89,4549.44
530223,New User Discount,2024-10-26,Inactive,App,6799.15,8865,176,27,1137.88
495008,Weekend Special,2024-10-26,Premium,SMS,3353.4,7698,120,100,4992.5
565307,Festival Offer,2024-10-26,Premium,SMS,7945.34,1600,241,72,4917.53
842270,Flash Sale,2024-10-26,Inactive,SMS,8683.82,9800,758,53,3310.25
737765,Membership Drive,2024-10-26,New Users,SMS,9608.9,9214,909,48,3400.97
521471,Category Promotion,2024-10-26,All,SMS,9400.79,2315,704,100,4403.4
42263,App Push Notification,2024-10-26,Inactive,Email,8570.27,1723,258,81,1558.93
664981,Email Campaign,2024-10-26,New Users,Social Media,4311.79,1002,705,63,3599.79
887586,Referral Program,2024-10-26,Inactive,Social Media,6539.92,3797,149,50,3393.94
408371,New User Discount,2024-10-25,New Users,App,6288.51,7239,579,61,4575.26
993186,Weekend Special,2024-10-25,Premium,Email,5454.96,2258,513,75,2383.71
762331,Festival Offer,2024-10-25,Inactive,App,4596.52,5882,577,19,4474.48
209173,Flash Sale,2024-10-25,Premium,Email,9959.51,8130,137,18,1715.46
903905,Membership Drive,2024-10-25,Inactive,App,8722.31,6268,973,15,3117.62
668975,Category Promotion,2024-10-25,New Users,App,7105.69,5437,972,80,4583.85
680570,App Push Notification,2024-10-25,Inactive,Email,7806.21,7010,202,34,1599.34
192501,Email Campaign,2024-10-25,Inactive,Email,9461.87,4970,343,53,1947.23
982430,Referral Program,2024-10-25,Premium,Email,4914,5429,795,82,2842.37
698056,New User Discount,2024-10-24,All,App,3732.06,3144,877,18,3704.05
941069,Weekend Special,2024-10-24,New Users,Social Media,4311.21,5133,389,70,2318.95
602540,Festival Offer,2024-10-24,Inactive,App,2901.45,6569,620,64,3218.48
575585,Flash Sale,2024-10-24,Inactive,App,8650.4,8501,258,57,2437.64
552893,Membership Drive,2024-10-24,Inactive,Social Media,2093.56,9012,259,38,1598.76
882671,Category Promotion,2024-10-24,Inactive,Email,4937.69,7685,540,47,2199.05
729422,App Push Notification,2024-10-24,Inactive,Social Media,6151.03,1753,984,16,4052.53
315890,Email Campaign,2024-10-24,New Users,SMS,5113.71,7736,953,70,2749.84
242619,Referral Program,2024-10-24,Inactive,Social Media,3755.92,3112,391,48,4882.83
457841,New User Discount,2024-10-23,New Users,SMS,3748.91,8261,557,54,2599.3
334424,Weekend Special,2024-10-23,Inactive,SMS,2866.2,6370,604,70,3516.78
489132,Festival Offer,2024-10-23,New Users,Social Media,6845.16,4553,469,12,2363.94
554438,Flash Sale,2024-10-23,All,Social Media,2312.68,7358,367,41,2165.36
204191,Membership Drive,2024-10-23,All,Social Media,9824.3,9385,492,43,1921.19
586930,Category Promotion,2024-10-23,Inactive,Social Media,9402.79,7577,598,15,2804.3
814199,App Push Notification,2024-10-23,New Users,SMS,6688.85,8240,341,50,4191.03
871629,Email Campaign,2024-10-23,All,App,5655.15,2233,547,27,4199.36
697944,Referral Program,2024-10-23,Inactive,App,4678.46,4653,188,51,2303.42
776669,New User Discount,2024-10-22,Inactive,App,7080.93,6516,252,34,4332.69
845527,Weekend Special,2024-10-22,Inactive,Social Media,3364.59,9587,810,77,1323.74
932133,Festival Offer,2024-10-22,All,Email,5741.39,6955,317,78,3341.07
130164,Flash Sale,2024-10-22,Premium,Social Media,4725.54,6347,665,75,3934.71
547470,Membership Drive,2024-10-22,Premium,SMS,3392.76,9964,465,33,2695.95
530361,Category Promotion,2024-10-22,Inactive,Email,5650.29,8285,530,29,3909.95
181070,App Push Notification,2024-10-22,Inactive,SMS,8618.53,7265,110,22,2495.46
27596,Email Campaign,2024-10-22,Premium,Social Media,7410.91,2648,898,24,3747
518109,Referral Program,2024-10-22,Premium,SMS,5232.93,3803,207,42,1671.16
980545,New User Discount,2024-10-21,Premium,SMS,9771.12,6378,149,31,4974.32
963463,Weekend Special,2024-10-21,New Users,Email,7019.71,8974,479,39,1741.34
362162,Festival Offer,2024-10-21,Premium,SMS,2736.38,4976,562,79,1855.65
837030,Flash Sale,2024-10-21,All,SMS,8518.37,9348,397,30,4546.79
533144,Membership Drive,2024-10-21,Inactive,App,8290.49,7432,627,23,1618.63
942737,Category Promotion,2024-10-21,Premium,SMS,5415.89,9433,593,61,1670.95
8328,App Push Notification,2024-10-21,All,Email,7024.84,3212,747,63,3964.61
446559,Email Campaign,2024-10-21,All,Email,4554.83,4395,786,53,1766.03
929421,Referral Program,2024-10-21,All,Social Media,2181.47,7680,829,81,1652.23
415106,New User Discount,2024-10-20,All,SMS,2535.36,5143,930,88,4882.61
38153,Weekend Special,2024-10-20,All,App,8434.35,7842,559,20,1927.22
523833,Festival Offer,2024-10-20,All,SMS,5813.55,9486,347,43,1686.15
170461,Flash Sale,2024-10-20,New Users,SMS,4531.27,2952,393,38,4037.84
109449,Membership Drive,2024-10-20,Premium,App,3019.02,8414,748,63,2195.8
687130,Category Promotion,2024-10-20,All,Email,6592.8,4330,822,31,1104.8
479853,App Push Notification,2024-10-20,Premium,SMS,4713.09,6870,227,92,4219.18
683250,Email Campaign,2024-10-20,Inactive,Email,6651.93,8382,926,37,1921.49
794159,Referral Program,2024-10-20,Inactive,Social Media,4026.68,3200,998,79,1614.98
593428,New User Discount,2024-10-19,New Users,SMS,6000.11,1554,121,97,2667.73
579105,Weekend Special,2024-10-19,New Users,Social Media,4374.42,7754,920,41,2335.89
494867,Festival Offer,2024-10-19,New Users,Social Media,3816.48,4586,977,87,2372.56
972242,Flash Sale,2024-10-19,New Users,App,6236.89,2553,551,51,4591.88
762572,Membership Drive,2024-10-19,All,Social Media,2757.61,6285,971,52,3257.45
736483,Category Promotion,2024-10-19,Premium,Email,8109.27,8086,938,23,4006.13
822872,App Push Notification,2024-10-19,Inactive,SMS,4183.31,3595,244,72,3807.41
444700,Email Campaign,2024-10-19,New Users,App,9601.21,3648,917,65,1167.11
382659,Referral Program,2024-10-19,Premium,App,5703.32,6139,355,77,4850.15
911817,New User Discount,2024-10-18,New Users,App,3814.89,2358,459,76,3039.4
977198,Weekend Special,2024-10-18,Premium,Social Media,8054.46,1311,828,21,3593.2
338461,Festival Offer,2024-10-18,Inactive,App,6910.97,8837,717,85,2017.25
490083,Flash Sale,2024-10-18,New Users,App,2756.89,8394,490,95,1419.59
538898,Membership Drive,2024-10-18,New Users,App,3381.51,1025,971,57,1872.13
570365,Category Promotion,2024-10-18,Inactive,Social Media,7750.31,5313,591,76,1187.93
71028,App Push Notification,2024-10-18,Inactive,App,9024.93,9195,547,39,3435.03
914119,Email Campaign,2024-10-18,New Users,Email,5034.95,7683,319,37,4746.76
277306,Referral Program,2024-10-18,Premium,Social Media,4952.09,2064,390,12,1312.97
992859,New User Discount,2024-10-17,Inactive,SMS,3798.75,6077,157,29,4324.59
38680,Weekend Special,2024-10-17,Premium,App,3006.93,6986,769,13,2756.39
627466,Festival Offer,2024-10-17,Inactive,SMS,6934.82,6475,330,17,3389.57
721480,Flash Sale,2024-10-17,Premium,App,4857.76,4621,846,89,2010.23
463470,Membership Drive,2024-10-17,Premium,Email,9742.66,4866,843,10,2036.43
611505,Category Promotion,2024-10-17,Inactive,Social Media,7069.93,7936,927,82,4318.97
978930,App Push Notification,2024-10-17,New Users,SMS,6191.95,1465,194,75,1536.67
408445,Email Campaign,2024-10-17,New Users,App,9208.83,2312,487,68,2525.56
848590,Referral Program,2024-10-17,Inactive,Email,9577.92,9067,787,93,1057.25
942963,New User Discount,2024-10-16,Inactive,Email,8734.81,3217,359,12,1361.43
94992,Weekend Special,2024-10-16,All,App,2765.4,7529,547,79,4082.14
34191,Festival Offer,2024-10-16,Inactive,Social Media,7683.62,3138,724,13,1622.33
358462,Flash Sale,2024-10-16,Inactive,App,6766.63,4765,411,60,2277.77
511991,Membership Drive,2024-10-16,All,SMS,4471.61,9683,100,92,2353.78
234036,Category Promotion,2024-10-16,Inactive,SMS,8603.76,2176,167,57,4239.19
460964,App Push Notification,2024-10-16,All,SMS,2538.18,5570,150,37,2175.55
562835,Email Campaign,2024-10-16,All,SMS,3558.02,3914,241,25,3267.78
569002,Referral Program,2024-10-16,Premium,Social Media,3819.5,5481,759,55,4609.27
686645,New User Discount,2024-10-15,All,Social Media,9766.72,4109,649,86,2389.82
914931,Weekend Special,2024-10-15,New Users,Social Media,3345.95,5724,877,67,3027.31
843274,Festival Offer,2024-10-15,Premium,Social Media,2588.21,1034,968,58,4438.6
308911,Flash Sale,2024-10-15,New Users,Social Media,5003.95,4919,661,63,4818.43
320610,Membership Drive,2024-10-15,All,SMS,4448.69,5174,376,81,3036.37
487151,Category Promotion,2024-10-15,All,Social Media,2170.94,3416,685,98,4018.36
390634,App Push Notification,2024-10-15,Premium,Email,4795.86,8930,361,94,1510.67
411434,Email Campaign,2024-10-15,Inactive,Email,5148.84,3597,149,48,4273.24
929630,Referral Program,2024-10-15,New Users,Email,7608.13,3344,810,88,2786.73
786085,New User Discount,2024-10-14,New Users,Social Media,5772.9,9878,792,84,1995.07
874058,Weekend Special,2024-10-14,Inactive,App,7013.19,4890,929,100,3933.1
336128,Festival Offer,2024-10-14,Premium,Email,8899.39,5261,475,32,1902.86
957007,Flash Sale,2024-10-14,Premium,Email,5407.31,7155,454,51,1727.08
148522,Membership Drive,2024-10-14,All,Social Media,9441.08,7279,693,93,4386.41
479381,Category Promotion,2024-10-14,Premium,Email,3067.78,5884,689,14,2415.08
197209,App Push Notification,2024-10-14,Premium,SMS,3609.89,1558,415,49,2979.87
391697,Email Campaign,2024-10-14,Inactive,Email,4046.13,8221,910,13,1357.64
614584,Referral Program,2024-10-14,All,SMS,5500.51,6749,792,24,4576.84
142389,New User Discount,2024-10-13,All,SMS,7077.5,3365,963,12,3397.73
289397,Weekend Special,2024-10-13,All,App,4088.11,8092,974,18,1253.01
171934,Festival Offer,2024-10-13,Premium,SMS,3189.71,8092,327,52,2546.42
690497,Flash Sale,2024-10-13,All,Email,7796.05,9841,105,95,4278.17
432807,Membership Drive,2024-10-13,New Users,App,3512.87,7336,160,53,2485.13
167425,Category Promotion,2024-10-13,New Users,App,6294.83,7572,763,87,2233.11
808905,App Push Notification,2024-10-13,New Users,App,6950.51,6174,472,59,2242.83
71699,Email Campaign,2024-10-13,Premium,SMS,7812,3743,573,68,3512.16
652119,Referral Program,2024-10-13,New Users,App,9053.65,8629,951,23,4036.51
618967,New User Discount,2024-10-12,New Users,App,7566.78,1582,975,96,1487.46
284634,Weekend Special,2024-10-12,New Users,App,5220.23,3803,465,55,1690.55
139196,Festival Offer,2024-10-12,All,Email,7037.37,8047,726,47,2066.11
487782,Flash Sale,2024-10-12,New Users,Email,4181.59,1732,919,93,3754.68
33956,Membership Drive,2024-10-12,Inactive,Social Media,7589.85,9818,161,75,3600.34
907406,Category Promotion,2024-10-12,All,Social Media,4446.99,6043,814,75,4668.71
313154,App Push Notification,2024-10-12,New Users,Social Media,3090.57,6666,106,85,4173.34
719685,Email Campaign,2024-10-12,All,SMS,5981.93,1248,502,17,2981.17
584304,Referral Program,2024-10-12,New Users,Email,7285.68,7619,727,53,3264.04
14008,New User Discount,2024-10-11,Premium,Social Media,7975.61,7827,694,82,4438.83
348891,Weekend Special,2024-10-11,New Users,Social Media,5915.34,9723,160,100,3776.75
153487,Festival Offer,2024-10-11,All,Social Media,7987.64,2923,886,19,4736.19
40613,Flash Sale,2024-10-11,All,App,6741.3,2551,550,64,4034.21
98141,Membership Drive,2024-10-11,Inactive,Email,3763.71,3858,293,65,2823.22
640280,Category Promotion,2024-10-11,New Users,Social Media,8741.95,4483,987,78,4604.45
672292,App Push Notification,2024-10-11,Premium,SMS,6046.24,4928,397,18,4151.88
570197,Email Campaign,2024-10-11,Premium,App,6285.19,1141,741,30,4295.89
646308,Referral Program,2024-10-11,Inactive,SMS,3265.99,6498,716,87,4191.4
504773,New User Discount,2024-10-10,Premium,Social Media,9900.22,1828,360,66,1481.29
581434,Weekend Special,2024-10-10,All,Social Media,3356.92,4318,859,77,2539.79
208884,Festival Offer,2024-10-10,Premium,SMS,7564.77,8503,257,85,2417.7
44861,Flash Sale,2024-10-10,All,SMS,6098.23,1281,519,64,3766.62
267822,Membership Drive,2024-10-10,New Users,Social Media,9136.15,2427,594,67,4812.47
880055,Category Promotion,2024-10-10,Premium,App,9190.04,3864,422,77,4521.91
117014,App Push Notification,2024-10-10,Inactive,SMS,6494.2,7568,537,80,4097.25
560243,Email Campaign,2024-10-10,All,Social Media,7121.35,3191,920,54,4674.18
270705,Referral Program,2024-10-10,Premium,Social Media,7717.16,3092,718,72,3281.4
991219,New User Discount,2024-10-09,Inactive,App,5404.34,4131,725,70,1980.81
360358,Weekend Special,2024-10-09,Inactive,Social Media,6296.6,4112,540,56,1487.4
921285,Festival Offer,2024-10-09,Premium,SMS,2167.81,3891,190,12,1427.62
247209,Flash Sale,2024-10-09,Premium,App,5378.34,3815,351,46,2246.88
700286,Membership Drive,2024-10-09,Inactive,Social Media,8331.49,8314,462,31,4745.57
681783,Category Promotion,2024-10-09,All,App,4278.97,6641,997,13,4227.26
99247,App Push Notification,2024-10-09,New Users,App,7910.02,4091,270,72,1486.72
506051,Email Campaign,2024-10-09,All,App,5293.72,5857,564,84,3662.32
984675,Referral Program,2024-10-09,Premium,Email,9232.77,6260,630,28,2575.54
920182,New User Discount,2024-10-08,Premium,App,8327.76,8521,263,97,4575.74
410349,Weekend Special,2024-10-08,New Users,SMS,7706.28,4497,774,78,3269.78
480767,Festival Offer,2024-10-08,Premium,SMS,5793.07,8249,570,76,2213.81
704550,Flash Sale,2024-10-08,Inactive,SMS,2416.62,7088,438,58,2353.7
678289,Membership Drive,2024-10-08,Premium,App,9065.16,4046,211,27,1630.04
227876,Category Promotion,2024-10-08,Premium,Social Media,2731.11,9786,216,86,2972.28
981243,App Push Notification,2024-10-08,Premium,Email,8772.01,2812,433,31,4413.07
703756,Email Campaign,2024-10-08,Inactive,SMS,4658.52,5291,476,10,4082.16
196871,Referral Program,2024-10-08,New Users,Email,8995.1,5613,857,56,1034.9
645197,New User Discount,2024-10-07,All,Email,4305.53,8029,981,47,4087.75
757353,Weekend Special,2024-10-07,All,Social Media,4162.21,7518,977,99,2771.88
61497,Festival Offer,2024-10-07,All,SMS,8615.47,4984,871,38,2497.43
79554,Flash Sale,2024-10-07,Premium,App,6299.72,4202,102,17,2513.73
868464,Membership Drive,2024-10-07,New Users,Email,9281.61,6939,424,55,3927.86
476429,Category Promotion,2024-10-07,Premium,SMS,8412.23,2581,723,33,3518.26
878025,App Push Notification,2024-10-07,All,Email,6710.8,1081,889,55,1227.18
350110,Email Campaign,2024-10-07,Inactive,SMS,3523.62,7933,711,24,3857.05
660754,Referral Program,2024-10-07,Premium,Email,4349.01,5780,741,85,2377.05
719962,New User Discount,2024-10-06,Inactive,App,7674.93,2358,397,41,1189.46
880415,Weekend Special,2024-10-06,Inactive,App,7559.58,9977,636,41,3025.67
820323,Festival Offer,2024-10-06,All,SMS,7440.51,2274,820,23,1102.91
178021,Flash Sale,2024-10-06,Inactive,Email,2214.84,4171,561,65,4676.32
983547,Membership Drive,2024-10-06,All,SMS,2660.08,7939,264,14,1753.8
971866,Category Promotion,2024-10-06,New Users,SMS,5537.59,8760,191,78,4339.28
452929,App Push Notification,2024-10-06,All,Email,7681.84,3100,710,37,4313.18
772590,Email Campaign,2024-10-06,All,App,4782.03,7054,838,11,2847.69
175213,Referral Program,2024-10-06,New Users,Email,8202.7,6788,454,19,4454.21
121986,New User Discount,2024-10-05,New Users,App,6644.74,5915,556,60,4173.92
591904,Weekend Special,2024-10-05,New Users,Social Media,3476.56,5590,976,70,1106.09
75541,Festival Offer,2024-10-05,Inactive,Social Media,9020.25,3427,380,34,1833.76
185728,Flash Sale,2024-10-05,Inactive,SMS,2501.9,2108,412,45,4877.23
801086,Membership Drive,2024-10-05,All,Social Media,2590.49,1475,859,84,2772.31
608227,Category Promotion,2024-10-05,New Users,App,6385.74,6540,801,95,1269.01
615865,App Push Notification,2024-10-05,All,Social Media,7898.49,6166,558,88,3932.73
723498,Email Campaign,2024-10-05,Inactive,App,8843.86,6801,104,32,2500.47
702150,Referral Program,2024-10-05,New Users,SMS,3232.52,9703,566,61,4213.46
454301,New User Discount,2024-10-04,New Users,Email,7558.84,5611,206,73,4129.01
609827,Weekend Special,2024-10-04,Premium,App,4184.93,2256,396,85,4797.55
183687,Festival Offer,2024-10-04,New Users,Email,8842.15,6759,534,22,2307.54
410483,Flash Sale,2024-10-04,New Users,SMS,5753.43,4886,469,46,2746.41
32579,Membership Drive,2024-10-04,Premium,Email,3599.71,3616,848,27,1841.76
592974,Category Promotion,2024-10-04,New Users,App,3506.19,4701,260,75,4980.88
419190,App Push Notification,2024-10-04,New Users,App,8952.45,9171,307,32,3036.79
366900,Email Campaign,2024-10-04,Premium,App,9933.1,2462,122,88,2835.74
831297,Referral Program,2024-10-04,New Users,Email,7402.01,2449,354,33,1225.24
629614,New User Discount,2024-10-03,Premium,Social Media,8589.47,5380,763,43,3899.44
589617,Weekend Special,2024-10-03,All,SMS,2457.71,8710,694,90,3191.69
845251,Festival Offer,2024-10-03,Premium,SMS,4240.85,3296,228,18,2676.04
214319,Flash Sale,2024-10-03,Inactive,App,9870.04,5160,547,55,4418.48
980989,Membership Drive,2024-10-03,New Users,App,3768.57,9200,521,19,3255.93
175779,Category Promotion,2024-10-03,Premium,Social Media,9581.99,3255,612,10,2766.51
161133,App Push Notification,2024-10-03,New Users,Email,3025.99,6874,869,16,1642.59
282457,Email Campaign,2024-10-03,Inactive,SMS,3507.33,3373,371,17,2077.07
310121,Referral Program,2024-10-03,All,Email,9487.96,4041,178,21,3636.84
304134,New User Discount,2024-10-02,New Users,SMS,2072.15,4440,339,26,1426.39
884872,Weekend Special,2024-10-02,New Users,Email,4846.78,5164,978,89,1058.86
408124,Festival Offer,2024-10-02,All,Email,3814.41,8702,580,58,3045.76
447012,Flash Sale,2024-10-02,Inactive,SMS,8632.02,1064,821,98,1401.41
168686,Membership Drive,2024-10-02,Premium,Email,9841.84,2133,969,98,3282.05
661265,Category Promotion,2024-10-02,All,Social Media,5905.11,2330,520,63,2342.55
110650,App Push Notification,2024-10-02,Inactive,Social Media,7258,3801,619,18,2145.8
438577,Email Campaign,2024-10-02,Premium,App,3563.69,8940,135,68,4831.21
525904,Referral Program,2024-10-02,All,Social Media,7563.84,9387,352,67,1874.97
651862,New User Discount,2024-10-01,Premium,Social Media,3524.77,2586,958,85,4044.28
590741,Weekend Special,2024-10-01,All,SMS,5259.59,5644,504,19,3825.87
106256,Festival Offer,2024-10-01,All,Email,7152.13,1091,717,26,2443.05
981856,Flash Sale,2024-10-01,Premium,Social Media,6276.1,4923,509,99,3284.33
379072,Membership Drive,2024-10-01,All,Email,4907.77,7032,876,21,2002.69
758578,Category Promotion,2024-10-01,Premium,Email,4548.25,5986,993,71,1932.62
96258,App Push Notification,2024-10-01,New Users,Social Media,3520.12,5379,565,17,3056
237321,Email Campaign,2024-10-01,All,SMS,4670.64,8296,989,72,2633.2
120536,Referral Program,2024-10-01,Inactive,Email,5956.14,8654,642,96,2129.02
668849,New User Discount,2024-09-30,New Users,Email,5397.3,8850,126,17,3664.15
135541,Weekend Special,2024-09-30,Premium,App,3637.45,8975,766,23,2462.09
735206,Festival Offer,2024-09-30,New Users,App,8283.13,1798,191,91,4376.28
625277,Flash Sale,2024-09-30,Inactive,SMS,2211.54,2307,890,95,4844.96
172893,Membership Drive,2024-09-30,Inactive,Social Media,4439.82,7094,972,64,3221.91
968429,Category Promotion,2024-09-30,Inactive,Social Media,5974.74,6993,807,80,2023.52
436788,App Push Notification,2024-09-30,All,Social Media,5565.8,2759,383,91,3820.99
97177,Email Campaign,2024-09-30,New Users,App,5413.21,8317,797,72,2075.05
912532,Referral Program,2024-09-30,New Users,SMS,8408.81,3033,987,66,1050.47
430241,New User Discount,2024-09-29,All,SMS,9942.14,8057,919,64,4241.62
750631,Weekend Special,2024-09-29,New Users,App,2810.25,9566,424,50,4495.05
762682,Festival Offer,2024-09-29,All,App,4579.55,3662,667,99,1126.11
752622,Flash Sale,2024-09-29,Premium,App,2070.71,7040,775,31,2463.87
274506,Membership Drive,2024-09-29,New Users,Social Media,7744.51,3515,912,32,3594.68
525095,Category Promotion,2024-09-29,Premium,Social Media,6140.48,5607,860,93,4829.25
182644,App Push Notification,2024-09-29,Inactive,Email,9066.61,1185,780,48,3687.23
